YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SN02,SN03,SN52,SN53,SNOW,SNWD,SX02,SX03,SX52,SX53,TAVG,THIC,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV07,WV20
2005,1,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,,-9.0,,,,-9.0,,-9.0,,,,,,,,-9.0,0.0,,,-9.0,,
2005,1,19,,,,,,,41.0,254.0,,33.0,,,,,,22.0,28.0,,,,25.0,28.0,33.0,,,28.94,,33.98,24.08,0.0,,350.0,340.0,,,0.0,,116.0,139.0,,,999.0,999.0,,,,999.0,,999.0,,,,999.0,,,999.0,999.0,1.0,,999.0,999.0,,
2005,1,20,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,-999.0,-999.0,,,,-999.0,,-999.0,,,,-999.0,,,-999.0,-999.0,,,-999.0,-999.0,,
2005,1,22,,,,,,,22.0,404.0,,404.0,0.0,,,,,22.0,22.0,,,0.0,0.0,39.0,33.0,,,32.0,,39.92,23.0,0.0,,120.0,120.0,,,0.0,,45.0,54.0,,,9999.0,9999.0,,,,9999.0,,9999.0,,,,9999.0,,,9999.0,9999.0,9999.0,,9999.0,9999.0,,
2005,1,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,,,,,,,,0.0,,,,,,,-99.0,,,,-99.0,,,,,,,,,-99.0,-99.0,-99.0,,-99.0,-99.0,,
2005,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,,,,,,,99.0,99.0,99.0,,99.0,99.0,,
2005,1,25,,,,,,,16.0,915.0,,914.0,0.0,,,,,6.0,6.0,,,0.0,0.0,17.0,11.0,,,35.96,,41.0,30.92,0.0,,300.0,300.0,,,0.0,,54.0,58.0,,,1.0,-9999.0,,,,-9999.0,,1.0,,,,1.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,
2005,1,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-9.0,,,,-9.0,,0.0,,,,,,,,-9.0,-9.0,,-9.0,-9.0,,
2005,1,27,,,,,,,21.0,235.0,,234.0,,,,,,11.0,11.0,,,0.0,0.0,28.0,22.0,,,39.02,,44.96,33.08,0.0,,310.0,310.0,,,0.0,,72.0,80.0,,,1.0,999.0,,,,999.0,,1.0,,,,1.0,,,1.0,999.0,999.0,,999.0,999.0,,
2005,1,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,-999.0,,,,-999.0,,0.0,,,,,,,,-999.0,-999.0,,-999.0,-999.0,,
2005,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,9.0,,,
2005,1,30,,,,,,,16.0,1754.0,,1733.0,0.0,,,,,17.0,17.0,,,0.0,0.0,33.0,22.0,,,37.94,,50.0,26.060000000000002,0.0,,260.0,270.0,,,0.0,,45.0,58.0,,,1.0,1.0,,,,9999.0,,1.0,,,,1.0,,,9999.0,9999.0,9999.0,,1.0,9999.0,,
2005,1,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,,,,,,,,0.0,,,,,,0.0,,,,,-99.0,,,,,,,,,-99.0,-99.0,-99.0,,,,,
2005,2,1,,,,,,,38.0,1036.0,,1018.0,0.0,,,,,17.0,22.0,,,0.0,0.0,28.0,33.0,,,35.06,,42.08,28.04,0.0,,340.0,340.0,,,0.0,,89.0,103.0,,,-9999.0,-9999.0,,,,,,-9999.0,,,-9999.0,-9999.0,,,-9999.0,,1.0,,-9999.0,-9999.0,,
2005,2,2,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,,,,,,-9.0,,,-9.0,-9.0,,,-9.0,,,,-9.0,-9.0,,
2005,2,3,,,,,,,25.0,631.0,,719.0,0.0,,,,,11.0,22.0,,,0.0,0.0,22.0,28.0,,,33.08,,41.0,24.08,0.0,,310.0,310.0,,,0.0,,63.0,67.0,,,999.0,999.0,,,,,,999.0,,,999.0,999.0,,,999.0,,999.0,,999.0,999.0,,
2005,2,4,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,-999.0,-999.0,,,,,,-999.0,,,-999.0,-999.0,,,-999.0,,-999.0,,-999.0,-999.0,,
2005,2,6,,,,,,,24.0,1716.0,,1716.0,0.0,,,,,6.0,6.0,,,0.0,0.0,33.0,28.0,,,37.04,,48.92,24.08,0.0,,280.0,270.0,,,0.0,,63.0,72.0,,,9999.0,9999.0,,,,,,9999.0,,,9999.0,9999.0,,,9999.0,,9999.0,,9999.0,9999.0,,
2005,2,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,,,,,,,,0.0,,,,,,-99.0,-99.0,,,,,,-99.0,,,-99.0,-99.0,,,-99.0,,-99.0,,-99.0,-99.0,,
2005,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,99.0,99.0,,,99.0,,99.0,,99.0,99.0,,
2005,2,9,,,,,,,26.0,1315.0,,1524.0,18.0,,,,,17.0,22.0,,,23.0,0.0,33.0,33.0,,,33.08,,39.92,24.98,0.0,,340.0,290.0,,,0.0,,58.0,67.0,,,1.0,-9999.0,,,,,,-9999.0,,,-9999.0,1.0,,,-9999.0,,1.0,,-9999.0,1.0,,
2005,2,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,,,,,,,-9.0,,,-9.0,,,,-9.0,,0.0,,-9.0,,,
2005,2,11,,,,,,,23.0,328.0,,334.0,109.0,,,,,,,,,193.0,152.0,22.0,28.0,,,28.94,,33.08,24.08,0.0,,330.0,320.0,,,0.0,,72.0,76.0,,,1.0,1.0,,,,,,999.0,,,999.0,1.0,,,999.0,,1.0,,999.0,1.0,,
2005,2,12,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,-999.0,,,-999.0,,,,-999.0,,,,-999.0,,,
2005,2,14,,,,,,,32.0,1635.0,,1446.0,0.0,,,,,-11.0,-11.0,,,0.0,127.0,11.0,11.0,,,26.060000000000002,,33.98,17.06,0.0,,320.0,350.0,,,1016.0,,54.0,58.0,,,9999.0,9999.0,,,,,,9999.0,,,9999.0,9999.0,,,9999.0,,9999.0,,9999.0,9999.0,,
2005,2,15,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,-99.0,-99.0,,,-99.0,,-99.0,,-99.0,-99.0,,
2005,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,99.0,99.0,,,99.0,,99.0,,99.0,99.0,,
2005,2,17,,,,,,,17.0,1355.0,,1356.0,25.0,,,,,0.0,0.0,,,0.0,51.0,22.0,17.0,,,26.060000000000002,,35.06,17.06,0.0,,270.0,290.0,,,0.0,,45.0,54.0,,,1.0,-9999.0,,,,,,-9999.0,,,-9999.0,1.0,,,1.0,,-9999.0,,-9999.0,-9999.0,,
2005,2,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,,,,,,,-9.0,,,-9.0,,,,0.0,,,,-9.0,-9.0,,
2005,2,19,,,,,,,17.0,21.0,,631.0,79.0,,,,,17.0,22.0,,,13.0,25.0,22.0,28.0,,,33.98,,35.96,30.92,0.0,,20.0,330.0,,,0.0,,36.0,45.0,,,1.0,1.0,,,,,,999.0,,,999.0,1.0,,,1.0,,1.0,,999.0,999.0,,
2005,2,20,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,-999.0,,,-999.0,,,,,,,,-999.0,,,
2005,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,9.0,,,,,,,
2005,2,22,,,,,,,52.0,133.0,,307.0,8.0,,,,,11.0,17.0,,,0.0,0.0,28.0,28.0,,,41.0,,48.02,33.08,0.0,,170.0,160.0,,,0.0,,134.0,165.0,,,1.0,9999.0,,,,,,9999.0,,,1.0,1.0,,,1.0,,9999.0,,9999.0,9999.0,,
2005,2,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,,,,,,,,0.0,,,,,,0.0,-99.0,,,,,,-99.0,,,,,,,,,,,-99.0,-99.0,,
2005,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,99.0,,,,99.0,,,,99.0,99.0,,
2005,2,25,,,,,,,25.0,1158.0,,1327.0,0.0,,,,,11.0,17.0,,,5.0,0.0,39.0,39.0,,,30.92,,35.96,26.060000000000002,0.0,,290.0,310.0,,,0.0,,54.0,63.0,,,1.0,-9999.0,,,,,,-9999.0,,,-9999.0,1.0,,,-9999.0,,1.0,,-9999.0,-9999.0,,
2005,2,26,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,,-9.0,,,,,,-9.0,,,-9.0,,,,-9.0,,,,-9.0,-9.0,,
2005,2,27,,,,,,,20.0,734.0,,533.0,0.0,,,,,11.0,11.0,,,0.0,0.0,17.0,17.0,,,30.02,,37.94,21.92,0.0,,280.0,310.0,,,0.0,,54.0,72.0,,,999.0,999.0,,,,,,999.0,,,999.0,999.0,,,999.0,,999.0,,999.0,999.0,,
2005,2,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,-999.0,,,,,,,,,-999.0,,,,-999.0,,-999.0,,-999.0,-999.0,,
2005,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,
2005,2,30,,,,,,,51.0,926.0,,843.0,3.0,,,,,17.0,17.0,,,,0.0,33.0,33.0,,,42.980000000000004,,53.96,32.0,0.0,,180.0,180.0,,,0.0,,112.0,139.0,,,1.0,9999.0,,,,,,9999.0,,,9999.0,1.0,,,1.0,,1.0,,9999.0,9999.0,,
2005,2,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-99.0,,,,,,-99.0,,,-99.0,,,,0.0,,,,-99.0,-99.0,,
2005,3,1,,,,,,,28.0,1225.0,,1220.0,3.0,,,,,33.0,44.0,,,0.0,0.0,61.0,50.0,,,42.08,,50.0,33.98,,,300.0,320.0,,,0.0,,58.0,67.0,,,-9999.0,,,,,,-9999.0,-9999.0,,,,-9999.0,,,1.0,,-9999.0,,,-9999.0,,
2005,3,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,,,,,-9.0,-9.0,,,,-9.0,,,,,-9.0,,,-9.0,,
2005,3,3,,,,,,,33.0,357.0,,357.0,0.0,,,,,28.0,39.0,,,0.0,0.0,61.0,56.0,,,44.06,,57.02,30.92,,,170.0,170.0,,,0.0,,63.0,76.0,,,999.0,,,,,,999.0,999.0,,,,999.0,,,999.0,,999.0,,,999.0,,
2005,3,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,-999.0,,,,,,-999.0,-999.0,,,,-999.0,,,-999.0,,-999.0,,,-999.0,,
2005,3,6,,,,,,,36.0,1613.0,,1625.0,0.0,,,,,28.0,33.0,,,0.0,0.0,67.0,56.0,,,44.96,,55.04,35.06,,,320.0,320.0,,,0.0,,80.0,94.0,,,9999.0,,,,,,9999.0,9999.0,,,,9999.0,,,9999.0,,9999.0,,,9999.0,,
2005,3,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,32.0,,,,,,,0.0,,,,,,-99.0,,,,,,-99.0,-99.0,,,,-99.0,,,-99.0,,-99.0,,,-99.0,,
2005,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,,,,99.0,,,99.0,,99.0,,,99.0,,
2005,3,9,,,,,,,31.0,1543.0,,1542.0,0.0,,,,,22.0,39.0,,,0.0,0.0,72.0,67.0,,,42.980000000000004,,53.96,30.92,,,300.0,290.0,,,0.0,,76.0,89.0,,,-9999.0,,,,,,-9999.0,-9999.0,,,,-9999.0,,,-9999.0,,-9999.0,,,-9999.0,,
2005,3,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,,,,,-9.0,-9.0,,,,-9.0,,,-9.0,,-9.0,,,-9.0,,
2005,3,11,,,,,,,26.0,335.0,,332.0,0.0,,,,,33.0,50.0,,,0.0,0.0,72.0,67.0,,,44.06,,55.94,32.0,,,120.0,120.0,,,0.0,,63.0,67.0,,,999.0,,,,,,999.0,999.0,,,,999.0,,,999.0,,999.0,,,999.0,,
2005,3,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,-999.0,,,,,,-999.0,-999.0,,,,-999.0,,,-999.0,,-999.0,,,-999.0,,
2005,3,14,,,,,,,35.0,757.0,,756.0,0.0,,,,,72.0,61.0,,,0.0,0.0,89.0,72.0,,,51.08,,64.94,37.04,,,130.0,130.0,,,0.0,,63.0,72.0,,,9999.0,,,,,,9999.0,9999.0,,,,9999.0,,,9999.0,,9999.0,,,9999.0,,
2005,3,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,32.0,,,,,,,0.0,,,,,,-99.0,,,,,,-99.0,-99.0,,,,-99.0,,,-99.0,,-99.0,,,-99.0,,
2005,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,,,,99.0,,,99.0,,99.0,,,99.0,,
2005,3,17,,,,,,,25.0,2359.0,,1513.0,0.0,,,,,61.0,67.0,,,0.0,0.0,83.0,78.0,,,48.02,,60.980000000000004,33.98,,,140.0,320.0,,,0.0,,54.0,67.0,,,-9999.0,,,,,,-9999.0,-9999.0,,,,-9999.0,,,-9999.0,,-9999.0,,,-9999.0,,
2005,3,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,,,,,,-9.0,,,,-9.0,,,-9.0,,-9.0,,,-9.0,,
2005,3,19,,,,,,,61.0,41.0,,41.0,0.0,,,,,56.0,50.0,,,0.0,0.0,89.0,83.0,,,51.98,,64.94,37.94,,,310.0,310.0,,,0.0,,139.0,165.0,,,999.0,,,,,,1.0,999.0,,,,999.0,,,999.0,,999.0,,,999.0,,
2005,3,20,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,-999.0,,,,,,,-999.0,,,,-999.0,,,-999.0,,-999.0,,,-999.0,,
2005,3,22,,,,,,,44.0,1538.0,,1628.0,0.0,,,,,50.0,56.0,,,0.0,0.0,67.0,67.0,,,33.98,,44.96,23.0,,,320.0,310.0,,,0.0,,107.0,116.0,,,9999.0,,,,,,9999.0,9999.0,,,,9999.0,,,9999.0,,9999.0,,,9999.0,,
2005,3,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,,,,,,,,0.0,,,,,,-99.0,,,,,,-99.0,-99.0,,,,-99.0,,,-99.0,,-99.0,,,-99.0,,
2005,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,,,,99.0,,,99.0,,99.0,,,99.0,,
2005,3,25,,,,,,,42.0,2225.0,,2310.0,0.0,,,,,56.0,50.0,,,0.0,0.0,78.0,72.0,,,46.04,,55.04,35.96,,,260.0,270.0,,,0.0,,89.0,98.0,,,-9999.0,,,,,,-9999.0,-9999.0,,,,-9999.0,,,-9999.0,,-9999.0,,,-9999.0,,
2005,3,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,,,,,,,-9.0,-9.0,,,,,,,,,,,,-9.0,,
2005,3,27,,,,,,,46.0,923.0,,118.0,13.0,,,,,56.0,56.0,,,,0.0,67.0,67.0,,,42.08,,50.0,33.98,,,280.0,270.0,,,0.0,,125.0,156.0,,,1.0,,,,,,999.0,999.0,,,,1.0,,,1.0,,1.0,,,999.0,,
2005,3,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,32.0,,,,,,,0.0,,,,,,0.0,,,,,,-999.0,-999.0,,,,,,,0.0,,0.0,,,-999.0,,
2005,3,30,,,,,,,74.0,1940.0,,1940.0,3.0,,,,,56.0,50.0,,,0.0,0.0,56.0,72.0,,,53.06,,62.059999999999995,44.06,,,200.0,200.0,,,0.0,,116.0,148.0,,,9999.0,,,,,,9999.0,9999.0,,,,9999.0,,,1.0,,9999.0,,,9999.0,,
2005,3,31,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,,,,,,,-99.0,-99.0,,,,,,,0.0,,,,,-99.0,,
2005,4,1,,,,,,,30.0,942.0,,936.0,0.0,,,,,56.0,67.0,,,0.0,0.0,83.0,83.0,,,48.02,,59.0,30.02,,,150.0,130.0,,,0.0,,67.0,76.0,,,-9999.0,,-9999.0,,,,-9999.0,,,,,-9999.0,,,-9999.0,,-9999.0,,,,,
2005,4,2,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,-9.0,,,,-9.0,,,,,-9.0,,,-9.0,,-9.0,,,,,
2005,4,3,,,,,,,36.0,348.0,,346.0,0.0,,,,,72.0,72.0,,,0.0,0.0,94.0,83.0,,,53.96,,66.92,39.92,,,170.0,180.0,,,0.0,,98.0,116.0,,,999.0,,999.0,,,,999.0,,,,,999.0,,,999.0,,999.0,,,,,
2005,4,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,-999.0,,-999.0,,,,-999.0,,,,,-999.0,,,-999.0,,-999.0,,,,,
2005,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,9.0,,,9.0,,,,,,,
2005,4,6,,,,,,,49.0,151.0,,155.0,81.0,,,,,56.0,67.0,,,0.0,0.0,78.0,78.0,,,46.94,,59.0,35.06,,,170.0,180.0,,,0.0,,107.0,125.0,,,1.0,,9999.0,,,,9999.0,,,,,1.0,,,1.0,,9999.0,,,,,
2005,4,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,32.0,,,,,,,0.0,,,,,,,,-99.0,,,,-99.0,,,,,,,,,,,,,,,
2005,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,99.0,,,,,99.0,,,99.0,,,,,,,
2005,4,9,,,,,,,25.0,2357.0,,1228.0,0.0,,,,,72.0,72.0,,,0.0,0.0,94.0,89.0,,,46.94,,60.08,33.08,,,170.0,350.0,,,0.0,,58.0,67.0,,,-9999.0,,-9999.0,,,,-9999.0,,,,,-9999.0,,,-9999.0,,-9999.0,,,,,
2005,4,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,-9.0,,,,-9.0,,,,,-9.0,,,-9.0,,-9.0,,,,,
2005,4,11,,,,,,,78.0,320.0,,319.0,0.0,,,,,83.0,83.0,,,0.0,0.0,106.0,89.0,,,60.980000000000004,,75.02,46.04,,,210.0,210.0,,,0.0,,161.0,206.0,,,999.0,,999.0,,,,999.0,,,,,999.0,,,999.0,,999.0,,,,,
2005,4,12,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,-999.0,,,,-999.0,,,,,,,,,,-999.0,,,,,
2005,4,14,,,,,,,63.0,1608.0,,1504.0,38.0,,,,,56.0,61.0,,,0.0,0.0,106.0,83.0,,,46.04,,53.06,37.94,,,320.0,310.0,,,0.0,,116.0,143.0,,,1.0,,9999.0,,,,9999.0,,,,,1.0,,,1.0,,9999.0,,,,,
2005,4,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,32.0,,,,,,,0.0,,,,,,,,-99.0,,,,-99.0,,,,,,,,,,-99.0,,,,,
2005,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,99.0,,,,,99.0,,,99.0,,99.0,,,,,
2005,4,17,,,,,,,30.0,1515.0,,1439.0,0.0,,,,,78.0,72.0,,,0.0,0.0,106.0,94.0,,,44.96,,55.94,33.08,,,330.0,330.0,,,0.0,,58.0,72.0,,,-9999.0,,-9999.0,,,,-9999.0,,,,,-9999.0,,,-9999.0,,-9999.0,,,,,
2005,4,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,-9.0,,,,-9.0,,,,,-9.0,,,-9.0,,-9.0,,,,,
2005,4,19,,,,,,,64.0,148.0,,147.0,0.0,,,,,83.0,83.0,,,0.0,0.0,111.0,100.0,,,55.94,,69.98,42.08,,,170.0,160.0,,,0.0,,130.0,148.0,,,999.0,,999.0,,,,999.0,,,,,999.0,,,999.0,,999.0,,,,,
2005,4,20,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,-999.0,,-999.0,,,,,,,,,-999.0,,,-999.0,,-999.0,,,,,
2005,4,22,,,,,,,28.0,25.0,,1106.0,0.0,,,,,78.0,83.0,,,0.0,0.0,117.0,106.0,,,42.08,,50.0,33.98,,,290.0,300.0,,,0.0,,72.0,80.0,,,9999.0,,9999.0,,,,9999.0,,,,,9999.0,,,9999.0,,9999.0,,,,,
2005,4,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,32.0,,,,,,,0.0,,,,,,-99.0,,-99.0,,,,-99.0,,,,,-99.0,,,-99.0,,-99.0,,,,,
2005,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,99.0,,,,,99.0,,,99.0,,99.0,,,,,
2005,4,25,,,,,,,30.0,2216.0,,1511.0,0.0,,,,,72.0,94.0,,,0.0,0.0,133.0,100.0,,,51.08,,66.02,35.96,,,140.0,340.0,,,0.0,,63.0,67.0,,,-9999.0,,-9999.0,,,,-9999.0,,,,,-9999.0,,,-9999.0,,-9999.0,,,,,
2005,4,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,-9.0,,,,-9.0,,,,,-9.0,,,-9.0,,-9.0,,,,,
2005,4,27,,,,,,,70.0,940.0,,112.0,0.0,,,,,117.0,94.0,,,0.0,0.0,139.0,106.0,,,62.959999999999994,,77.0,48.92,,,180.0,160.0,,,0.0,,116.0,156.0,,,999.0,,999.0,,,,999.0,,,,,999.0,,,999.0,,999.0,,,,,
2005,4,28,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,-999.0,,,,-999.0,,,,,,,,,,-999.0,,,,,
2005,4,30,,,,,,,39.0,1314.0,,1313.0,137.0,,,,,100.0,83.0,,,0.0,0.0,133.0,72.0,,,42.980000000000004,,50.0,35.96,,,280.0,280.0,,,0.0,,98.0,112.0,,,1.0,,9999.0,,,,9999.0,,,,,1.0,,,1.0,,9999.0,,,,,
2005,4,31,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,32.0,,,,,,,0.0,,,,,,,,-99.0,,,,-99.0,,,,,,,,0.0,,-99.0,,,,,
2005,5,1,,,,,,,29.0,1435.0,,1424.0,0.0,,,,,94.0,111.0,,,0.0,0.0,167.0,133.0,,,51.08,,62.059999999999995,39.92,,,310.0,330.0,,,0.0,,67.0,107.0,,,-9999.0,,-9999.0,,,,-9999.0,,,,,-9999.0,,,-9999.0,,,,,,,
2005,5,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,-9.0,,,,-9.0,,,,,-9.0,,,-9.0,,,,,,,
2005,5,3,,,,,,,31.0,808.0,,233.0,0.0,,,,,117.0,117.0,,,0.0,0.0,156.0,139.0,,,55.04,,64.04,46.04,,,120.0,230.0,,,0.0,,63.0,72.0,,,999.0,,999.0,,,,999.0,,,,,999.0,,,999.0,,,,,,,
2005,5,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,-999.0,,-999.0,,,,-999.0,,,,,-999.0,,,-999.0,,,,,,,
2005,5,6,,,,,,,31.0,606.0,,605.0,0.0,,,,,128.0,144.0,,,0.0,0.0,156.0,156.0,,,60.980000000000004,,71.06,51.08,,,170.0,170.0,,,0.0,,63.0,72.0,,,9999.0,,9999.0,,,,9999.0,,,,,9999.0,,,9999.0,,,,,,,
2005,5,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,-99.0,,,,,,-99.0,,,,,-99.0,,,,,,,,,,
2005,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,99.0,,,,,,,,,,
2005,5,9,,,,,,,51.0,1355.0,,1355.0,13.0,,,,,128.0,133.0,,,0.0,0.0,156.0,156.0,,,57.02,,68.0,46.04,,,200.0,200.0,,,0.0,,139.0,165.0,,,-9999.0,,1.0,,,,-9999.0,,,,,-9999.0,,,1.0,,,,,,,
2005,5,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,,,,,,-9.0,,,,,-9.0,,,0.0,,,,,,,
2005,5,11,,,,,,,48.0,432.0,,430.0,15.0,,,,,122.0,133.0,,,0.0,0.0,172.0,156.0,,,51.08,,57.02,44.06,,,200.0,200.0,,,0.0,,80.0,98.0,,,999.0,,999.0,,,,999.0,,,,,999.0,,,1.0,,,,,,,
